,review_clean,Word_Count,review_rating,review_datetime_utc
326,cant cash in air time maintenance its been almost 5 days until now,13,1,2015-08-03T00:37:22.000Z
327,my 400 pesos load is about to expire and i cant cashin my load because of that damn maintenance,19,1,2015-08-03T00:53:50.000Z
329,cebu grab taxi driver,4,5,2015-08-04T00:21:17.000Z
330,i love it as if i have a personal assistant 24 x 7 hi,14,5,2015-08-04T22:52:35.000Z
331,try different mode of payment this not work as advertised,10,1,2015-08-05T10:50:12.000Z
333,cash in is in maintenance  i need to pay something and i cant because cash in service is not available ,20,2,2015-08-07T08:47:52.000Z
334,costs 1peso load to access my account,7,3,2015-08-07T13:45:21.000Z
335,please pay attention to dualtriple sim devices to use this app with my dual sim device  and both sims are working  i must set the sim slot of callsms to globe sim when i set both settings into always ask i cannot login,43,2,2015-08-07T16:15:17.000Z
336,i entered my 4 digit number then processing processing processing processing processing processing processing processing for 7 hours i fell asleep waiting for it,24,1,2015-08-07T17:49:31.000Z
337,tried to log in but kept saying that i need a balance to log in but says it is free of charge looolll first time to leave a feedback on any app very disappointing money makes the world go round eysmsh,41,1,2015-08-10T18:15:59.000Z
338,really helpful and no hassle for every transaction go globe,10,5,2015-08-12T07:01:52.000Z
340,i have over a thousand load waiting to be expired the maintenance is almost a month na bakit di parin fixed nakakagago kayo globe,24,1,2015-08-15T01:04:57.000Z
341,can not cash in air time load to gcash until now still under maintenance and no resolution bwing offered epic fail service and customer service,25,1,2015-08-15T09:46:26.000Z
342,under maintenance is like forever,5,2,2015-08-16T14:20:16.000Z
343,load to gcash still on maintenance,6,1,2015-08-16T16:10:02.000Z
344,cash in using mobile load is still not working more than a month of fixing it or ull be removing this feature well not be using this if thats the case,31,1,2015-08-16T23:15:37.000Z
345,nice app but my summary of transaction did not display after withdrawal and sending load to other network cant view my ledger realtime,23,3,2015-08-18T15:38:32.000Z
347,omg until whensaka sobrang laki kinukuha nio na bayad  pag nagcash in from prepaid load to gcash at cyempre byad  pa mag cash out hello mga buwaya din pala kayo ahninanakawan nio sa harap  mga taong bayanayusin nio serbisyo nioat maeexpire na load ko dko pa ma cash in sa gcash,51,1,2015-08-19T11:59:06.000Z
348,ayaw pumasok ng account ko nakaka badtrip paki ayos naman,10,1,2015-08-19T12:52:41.000Z
350,a very unreliable application cash in service is under maintenance for four days,13,1,2015-08-24T09:29:11.000Z
351,still on maintenance how long it will take to fix this app,12,1,2015-08-25T10:24:45.000Z
352,hindi na ba matatapos yung maintenance ng prepaid load to gcash yung nirereplyan lang nila dito yung mga positive na comments wala mang lang date na sinabi kung kailan matatapos mag e expire na yung load ko,37,1,2015-08-26T04:25:51.000Z
355,no bawas load pls pag mag cash in ako,9,2,2015-08-29T02:16:47.000Z
357,no costumer services at night  no realtime services,8,1,2015-09-01T12:36:12.000Z
358,hey globe gcash pls work na ang system nyo sayang mga load ko na kinakain nyo lang naman sa ala kwenta instead you help us,25,1,2015-09-01T15:33:34.000Z
359,hope its an ok app,5,5,2015-09-05T05:19:02.000Z
362,until when yung maintenance,4,3,2015-09-08T16:55:33.000Z
364,kung pede lng 100  hay naku apng habang buhay na ata ang maintenance ng cashin gamit ang prepaid load eh ayusin ninyo naman utang na loob ang tagal ko ng nagiintay hanggang ngayon wala pa rin,36,1,2015-09-11T04:10:15.000Z
365,when will it resume think my load will expire how am i gonna spend this tsk im thinking of buying a game yet you do this,26,1,2015-09-12T10:18:07.000Z
366,ilang buwan na nakalipas until now still under maintenance parin grabe ang lake ng kinita nyo sa pag cash in ng prepaid load to gcashsana ibalik nyo na,28,2,2015-09-14T02:41:19.000Z
371,why of all the comment below dosent have an feedback this is a serious money matter,16,1,2015-09-20T05:32:01.000Z
372,i cant register to gcash when i start to open the app it always says that    unfortunately gcash has stopped,20,1,2015-09-20T16:20:08.000Z
373,will try if this is a hasslefree,7,1,2015-09-20T23:16:29.000Z
374,few days now that the app is down,8,4,2015-09-21T15:02:48.000Z
376,converting prepaid load to gcash used to work read used to,11,1,2015-09-22T09:50:50.000Z
377,requiring a mobile data and 1 peso load so greedy globe,11,1,2015-09-23T12:55:03.000Z
379,when ever i try to put some credits using load to gcash i didnt receive any message that says your credit has been sucsessfully transfer to your globe gcash and also youve been on maintinance for bout 5months then you cant fix it,43,1,2015-09-24T14:57:39.000Z
380,so easy to use and safe you dont have to carry cash wish all universitiesschools will use this,18,5,2015-09-25T10:58:05.000Z
381,at first this app is working but later on i cant log in i uninstalled it and restart my phone but still the same could you help me to fix this,31,2,2015-09-25T16:02:52.000Z
385,to globe management ayusin nyo trabaho nyo npkawlang kwenta ng app nyo nkkbwisit hindi kami mkpag cash out pmunta na din ako sa globe center bayad center pero leche wlang kwenta magsara na kyo mga inutil wlang silbi im a blogger ill let everyone know how stupid your app your app is and how incompetent you guys are,58,1,2015-09-26T10:49:20.000Z
386,wont let me buy load for myself at p200  up fix this pls,13,1,2015-09-26T23:14:21.000Z
387,i am one satisfied gcash customer,6,5,2015-09-27T09:40:37.000Z
390,easy withdraw easy check your balance this app is soo greatly,11,5,2015-10-07T00:05:56.000Z
392,tang ina nyo globe,4,1,2015-10-09T16:39:18.000Z
393,i cant even log in my account do you have maintenance every single day very annoying have to use 143 to check my balance unsatisfied customer here,27,1,2015-10-11T13:00:15.000Z
394,i will try this app,5,5,2015-10-12T11:11:00.000Z
396,frustrating app still on maintenance come on you are earning much on this the service should be reliable uninstalled,19,1,2015-10-14T09:51:13.000Z
397,i always find it hard signing in my account please fix it,12,2,2015-10-18T15:34:42.000Z
399,didnt even get to use it dual sim phone xperia e4g with globe postpaid as sim1 and a postpaid line from a different telco as sim 2 while trying to log in it attempts to connect via sim 2  tried the following  accessing the service with sim 2 disabled  reinstalling app with sim 2 disabled  doesnt work app should have an option to select which sim to use  completely useless to me,72,1,2015-10-19T17:23:50.000Z
400,kindly fix issue where app can choose   where the globe simcard is located when sending most cellphone units nowadays are dual sim,22,2,2015-10-20T16:34:57.000Z
401,di nagana yung cash in na prepaid load to gcash haiz,11,1,2015-10-21T14:59:07.000Z
402,kailan maayos ung prepaid load to gcash,7,1,2015-10-23T06:59:43.000Z
403,so far okay na ang prepaid load to gcashbut 10k lang a month pwedesana naman po dagdagan nyo ang money denomination ng 500 at 1000,25,3,2015-10-24T13:22:02.000Z
405,saw the message keep the updates up globe though those app permissions that might be for security reasons are making me paranoid haha,23,4,2015-10-25T01:06:07.000Z
407,cant used prepaid load to gcash please fix it thanks,10,2,2015-10-26T04:17:11.000Z
408,cant access my gcash since my globe was place in sim 2 i hope you can fix it thanks,19,1,2015-10-28T01:10:00.000Z
410,im using note5 with 2 sim sim1 smart and sim2 globe when i try to enter 4 digit pin smart will reply an invalid pin lol,26,1,2015-10-29T01:45:51.000Z
411,the cashin prepaid load to gcash option wont work  ive tried it a lot of times already,17,1,2015-10-29T11:55:55.000Z
412,prepaid load to gcash are still unavailable,7,3,2015-10-30T01:16:30.000Z
414,please help me fix this thank you,7,5,2015-10-31T22:40:42.000Z
415,first it wont give an option which sim should we login so i have to remove the other sim just for me to login to your app and then when i got in and tried to convert my prepaid load to gcash it just wont work i have tried to convert it many times nothing happens  fix your service asap you are a big company and you have many subscribers you should give 100 reliability and quality to your services,80,1,2015-11-01T03:42:20.000Z
418,i cannot log in or register for both android and ios app please fix imnediately,15,1,2015-11-02T14:21:46.000Z
419,its helps to me,4,5,2015-11-03T10:31:59.000Z
420,love it easy and convenient for me,7,5,2015-11-05T01:11:43.000Z
421,what kind of app is this,6,1,2015-11-05T01:17:54.000Z
422,i cant transfer my prepaid load to cash,8,1,2015-11-05T22:09:36.000Z
423,says package file invalid,4,1,2015-11-06T06:20:02.000Z
424,have so much load im afraid it might expire please fix this its been 4 days how long is your maintenance like 1 month this company has been running for years yet you guys cant deliver a proper maintenance really pissed off i have over 4k load waiting to expire edit the globe load to gcash is fixed now thank you but it has a limit,66,3,2015-11-08T04:31:57.000Z
425,nag lalagay kayo ng load to gcash malaki ang linoad ko para sa gcash tapos napinta lang sa wala,19,1,2015-11-09T11:43:01.000Z
426,emergency pero dahil sa bug ng app di ako nakapagconvert haaay,11,2,2015-11-09T14:24:36.000Z
428,its easy to cash in but why cant i withdraw my money i tried several atm machines but i doesnt let me please answer asap,25,2,2015-11-11T16:37:19.000Z
429,ive been trying for hours and it is still not working,11,1,2015-11-12T01:00:40.000Z
